index,GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),COUNTRY (CODE),STARTYEAR,ENDYEAR,COUNTRY (DISPLAY),COUNTRY (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
15,NTD_LEISHCNUM,Number of cases of cutaneous leishmaniasis reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3760,PUBLISHED,Published,,2009.0,2009,,AFR,Africa,,NGA,2009,2009,Nigeria,,No data,,,,,,
16,NTD_LEISHCNUM,Number of cases of cutaneous leishmaniasis reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3760,PUBLISHED,Published,,2010.0,2010,,AFR,Africa,,NGA,2010,2010,Nigeria,,No data,,,,,,
17,NTD_LEISHVNUM,Number of cases of visceral leishmaniasis reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3759,PUBLISHED,Published,,2005.0,2005,,AFR,Africa,,NGA,2005,2005,Nigeria,,2,2.00000,,,,,
18,NTD_LEISHVNUM,Number of cases of visceral leishmaniasis reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3759,PUBLISHED,Published,,2006.0,2006,,AFR,Africa,,NGA,2006,2006,Nigeria,,0,0.00000,,,,,
19,NTD_LEISHVNUM,Number of cases of visceral leishmaniasis reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3759,PUBLISHED,Published,,2007.0,2007,,AFR,Africa,,NGA,2007,2007,Nigeria,,1,1.00000,,,,,
20,NTD_LEISHVNUM,Number of cases of visceral leishmaniasis reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3759,PUBLISHED,Published,,2008.0,2008,,AFR,Africa,,NGA,2008,2008,Nigeria,,0,0.00000,,,,,
21,NTD_LEISHVNUM,Number of cases of visceral leishmaniasis reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3759,PUBLISHED,Published,,2009.0,2009,,AFR,Africa,,NGA,2009,2009,Nigeria,,0,0.00000,,,,,
22,NTD_LEISHVNUM,Number of cases of visceral leishmaniasis reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3759,PUBLISHED,Published,,2010.0,2010,,AFR,Africa,,NGA,2010,2010,Nigeria,,0,0.00000,,,,,
23,NTD_LEISHVNUM,Number of cases of visceral leishmaniasis reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3759,PUBLISHED,Published,,2011.0,2011,,AFR,Africa,,NGA,2011,2011,Nigeria,,0,0.00000,,,,,
24,NTD_ONCHEMO,Estimated number of individuals in the country requiring preventive chemotherapy for onchocerciasis,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4421,PUBLISHED,Published,,2013.0,2013,,AFR,Africa,,NGA,2013,2013,Nigeria,,50124539,50124539.00000,,,,,
25,NTD_ONCTREAT,Reported number of individuals treated for onchocerciasis,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4423,PUBLISHED,Published,,2013.0,2013,,AFR,Africa,,NGA,2013,2013,Nigeria,,28661160,28661160.00000,,,,,
26,NTD_LEISHCNUM,Number of cases of cutaneous leishmaniasis reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3760,PUBLISHED,Published,,2012.0,2012,,AFR,Africa,,NGA,2012,2012,Nigeria,,0,0.00000,,,,,
27,NTD_LEISHCNUM,Number of cases of cutaneous leishmaniasis reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3760,PUBLISHED,Published,,2013.0,2013,,AFR,Africa,,NGA,2013,2013,Nigeria,,0,0.00000,,,,,
28,NTD_LEISHCNUM,Number of cases of cutaneous leishmaniasis reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3760,PUBLISHED,Published,,2011.0,2011,,AFR,Africa,,NGA,2011,2011,Nigeria,,95,95.00000,,,,,
29,NTD_LEISHVNUM,Number of cases of visceral leishmaniasis reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3759,PUBLISHED,Published,,2013.0,2013,,AFR,Africa,,NGA,2013,2013,Nigeria,,0,0.00000,,,,,
30,NTD_LEISHVNUM,Number of cases of visceral leishmaniasis reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3759,PUBLISHED,Published,,2012.0,2012,,AFR,Africa,,NGA,2012,2012,Nigeria,,57,57.00000,,,,,
31,NTD_ONCHEMO,Estimated number of individuals in the country requiring preventive chemotherapy for onchocerciasis,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4421,PUBLISHED,Published,,2014.0,2014,,AFR,Africa,,NGA,2014,2014,Nigeria,,51392689,51392689.00000,,,,,
32,NTD_ONCTREAT,Reported number of individuals treated for onchocerciasis,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4423,PUBLISHED,Published,,2014.0,2014,,AFR,Africa,,NGA,2014,2014,Nigeria,,44415242,44415242.00000,,,,,
33,NTD_ONCHEMO,Estimated number of individuals in the country requiring preventive chemotherapy for onchocerciasis,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4421,PUBLISHED,Published,,2015.0,2015,,AFR,Africa,,NGA,2015,2015,Nigeria,,47484244,47484244.00000,,,,,
34,NTD_ONCTREAT,Reported number of individuals treated for onchocerciasis,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4423,PUBLISHED,Published,,2015.0,2015,,AFR,Africa,,NGA,2015,2015,Nigeria,,35271150,35271150.00000,,,,,
35,NTD_LEISHCNUM_IM,Number of imported cases of cutaneous leishmaniasis reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4485,PUBLISHED,Published,,2013.0,2013,,AFR,Africa,,NGA,2013,2013,Nigeria,,0,0.00000,,,,,
36,NTD_LEISHCNUM_IM,Number of imported cases of cutaneous leishmaniasis reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4485,PUBLISHED,Published,,2014.0,2014,,AFR,Africa,,NGA,2014,2014,Nigeria,,0,0.00000,,,,,
37,NTD_LEISHCNUM_IM,Number of imported cases of cutaneous leishmaniasis reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4485,PUBLISHED,Published,,2015.0,2015,,AFR,Africa,,NGA,2015,2015,Nigeria,,0,0.00000,,,,,
38,NTD_LEISHCNUM,Number of cases of cutaneous leishmaniasis reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3760,PUBLISHED,Published,,2014.0,2014,,AFR,Africa,,NGA,2014,2014,Nigeria,,5,5.00000,,,,,
39,NTD_LEISHCNUM,Number of cases of cutaneous leishmaniasis reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3760,PUBLISHED,Published,,2015.0,2015,,AFR,Africa,,NGA,2015,2015,Nigeria,,0,0.00000,,,,,
40,NTD_LEISHVNUM_IM,Number of imported cases of visceral leishmaniasis reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4484,PUBLISHED,Published,,2013.0,2013,,AFR,Africa,,NGA,2013,2013,Nigeria,,0,0.00000,,,,,
41,NTD_LEISHVNUM_IM,Number of imported cases of visceral leishmaniasis reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4484,PUBLISHED,Published,,2014.0,2014,,AFR,Africa,,NGA,2014,2014,Nigeria,,0,0.00000,,,,,
42,NTD_LEISHVNUM_IM,Number of imported cases of visceral leishmaniasis reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4484,PUBLISHED,Published,,2015.0,2015,,AFR,Africa,,NGA,2015,2015,Nigeria,,0,0.00000,,,,,
43,NTD_LEISHVNUM,Number of cases of visceral leishmaniasis reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3759,PUBLISHED,Published,,2014.0,2014,,AFR,Africa,,NGA,2014,2014,Nigeria,,0,0.00000,,,,,
44,NTD_LEISHVNUM,Number of cases of visceral leishmaniasis reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3759,PUBLISHED,Published,,2015.0,2015,,AFR,Africa,,NGA,2015,2015,Nigeria,,0,0.00000,,,,,
45,NTD_LEISHCNUM_IM,Number of imported cases of cutaneous leishmaniasis reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4485,PUBLISHED,Published,,2016.0,2016,,AFR,Africa,,NGA,2016,2016,Nigeria,,No data,,,,,,
46,NTD_LEISHVNUM_IM,Number of imported cases of visceral leishmaniasis reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4484,PUBLISHED,Published,,2016.0,2016,,AFR,Africa,,NGA,2016,2016,Nigeria,,No data,,,,,,
47,NTD_ONCHEMO,Estimated number of individuals in the country requiring preventive chemotherapy for onchocerciasis,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4421,PUBLISHED,Published,,2016.0,2016,,AFR,Africa,,NGA,2016,2016,Nigeria,,53083821,53083821.00000,,,,,
48,NTD_ONCTREAT,Reported number of individuals treated for onchocerciasis,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4423,PUBLISHED,Published,,2016.0,2016,,AFR,Africa,,NGA,2016,2016,Nigeria,,35362158,35362158.00000,,,,,
49,NTD_LEISHCNUM,Number of cases of cutaneous leishmaniasis reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3760,PUBLISHED,Published,,2016.0,2016,,AFR,Africa,,NGA,2016,2016,Nigeria,,No data,,,,,,
50,NTD_ONCHEMO,Estimated number of individuals in the country requiring preventive chemotherapy for onchocerciasis,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4421,PUBLISHED,Published,,2017.0,2017,,AFR,Africa,,NGA,2017,2017,Nigeria,,49900711,49900711.00000,,,,,
51,NTD_ONCTREAT,Reported number of individuals treated for onchocerciasis,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4423,PUBLISHED,Published,,2017.0,2017,,AFR,Africa,,NGA,2017,2017,Nigeria,,40013199,40013199.00000,,,,,
52,NTD_LEISHVNUM_IM,Number of imported cases of visceral leishmaniasis reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4484,PUBLISHED,Published,,2017.0,2017,,AFR,Africa,,NGA,2017,2017,Nigeria,,No data,,,,,,
53,NTD_ONCHSTATUS,Status of endemicity of onchocerciasis,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4424,PUBLISHED,Published,,2019.0,2019,,AFR,Africa,,NGA,2019,2019,Nigeria,,Endemic,,,,,,
54,NTD_ONCHEMO,Estimated number of individuals in the country requiring preventive chemotherapy for onchocerciasis,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4421,PUBLISHED,Published,,2018.0,2018,,AFR,Africa,,NGA,2018,2018,Nigeria,,55771190,55771190.00000,,,,,
55,NTD_ONCTREAT,Reported number of individuals treated for onchocerciasis,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4423,PUBLISHED,Published,,2018.0,2018,,AFR,Africa,,NGA,2018,2018,Nigeria,,44060727,44060727.00000,,,,,
56,NTD_LEISHVNUM,Number of cases of visceral leishmaniasis reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3759,PUBLISHED,Published,,2016.0,2016,,AFR,Africa,,NGA,2016,2016,Nigeria,,0,0.00000,,,,,
57,NTD_LEISHVNUM,Number of cases of visceral leishmaniasis reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3759,PUBLISHED,Published,,2017.0,2017,,AFR,Africa,,NGA,2017,2017,Nigeria,,0,0.00000,,,,,
58,NTD_LEISHVNUM,Number of cases of visceral leishmaniasis reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3759,PUBLISHED,Published,,2018.0,2018,,AFR,Africa,,NGA,2018,2018,Nigeria,,No data,,,,,,
59,NTD_LEISHCEND,Status of endemicity of cutaneous leishmaniasis,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3761,PUBLISHED,Published,,2018.0,2018,,AFR,Africa,,NGA,2018,2018,Nigeria,,Endemic,,,,,,
60,NTD_LEISHCNUM_IM,Number of imported cases of cutaneous leishmaniasis reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4485,PUBLISHED,Published,,2017.0,2017,,AFR,Africa,,NGA,2017,2017,Nigeria,,0,0.00000,,,,,
61,NTD_LEISHCNUM_IM,Number of imported cases of cutaneous leishmaniasis reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4485,PUBLISHED,Published,,2018.0,2018,,AFR,Africa,,NGA,2018,2018,Nigeria,,0,0.00000,,,,,
62,NTD_LEISHCNUM,Number of cases of cutaneous leishmaniasis reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3760,PUBLISHED,Published,,2017.0,2017,,AFR,Africa,,NGA,2017,2017,Nigeria,,55,55.00000,,,,,
63,NTD_LEISHCNUM,Number of cases of cutaneous leishmaniasis reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3760,PUBLISHED,Published,,2018.0,2018,,AFR,Africa,,NGA,2018,2018,Nigeria,,No data,,,,,,
64,NTD_LEISHVEND,Status of endemicity of visceral leishmaniasis,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3762,PUBLISHED,Published,,2018.0,2018,,AFR,Africa,,NGA,2018,2018,Nigeria,,Previously reported cases,,,,,,
65,NTD_LEISHVNUM_IM,Number of imported cases of visceral leishmaniasis reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4484,PUBLISHED,Published,,2018.0,2018,,AFR,Africa,,NGA,2018,2018,Nigeria,,No data,,,,,,
66,NTD_YAWSEND,Status of yaws endemicity,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3424,PUBLISHED,Published,,2018.0,2018,,AFR,Africa,,NGA,2018,2018,Nigeria,,Previously endemic (current status unknown),,,,,,
67,NTD_YAWSNUM_CONF,Number of confirmed yaws cases reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5599,PUBLISHED,Published,,2017.0,2017,,AFR,Africa,,NGA,2017,2017,Nigeria,,No data,,,,,,
68,NTD_YAWSNUM_CONF,Number of confirmed yaws cases reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5599,PUBLISHED,Published,,2018.0,2018,,AFR,Africa,,NGA,2018,2018,Nigeria,,No data,,,,,,
69,NTD_YAWSNUM_SUSP,Number of suspected yaws cases reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5598,PUBLISHED,Published,,2008.0,2008,,AFR,Africa,,NGA,2008,2008,Nigeria,,No data,,,,,,
70,NTD_YAWSNUM_SUSP,Number of suspected yaws cases reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5598,PUBLISHED,Published,,2009.0,2009,,AFR,Africa,,NGA,2009,2009,Nigeria,,No data,,,,,,
71,NTD_YAWSNUM_SUSP,Number of suspected yaws cases reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5598,PUBLISHED,Published,,2010.0,2010,,AFR,Africa,,NGA,2010,2010,Nigeria,,No data,,,,,,
72,NTD_YAWSNUM_SUSP,Number of suspected yaws cases reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5598,PUBLISHED,Published,,2011.0,2011,,AFR,Africa,,NGA,2011,2011,Nigeria,,No data,,,,,,
73,NTD_YAWSNUM_SUSP,Number of suspected yaws cases reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5598,PUBLISHED,Published,,2012.0,2012,,AFR,Africa,,NGA,2012,2012,Nigeria,,No data,,,,,,
74,NTD_YAWSNUM_SUSP,Number of suspected yaws cases reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5598,PUBLISHED,Published,,2013.0,2013,,AFR,Africa,,NGA,2013,2013,Nigeria,,No data,,,,,,
75,NTD_YAWSNUM_SUSP,Number of suspected yaws cases reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5598,PUBLISHED,Published,,2014.0,2014,,AFR,Africa,,NGA,2014,2014,Nigeria,,0,0.00000,,,,,
76,NTD_YAWSNUM_SUSP,Number of suspected yaws cases reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5598,PUBLISHED,Published,,2015.0,2015,,AFR,Africa,,NGA,2015,2015,Nigeria,,No data,,,,,,
77,NTD_YAWSNUM_SUSP,Number of suspected yaws cases reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5598,PUBLISHED,Published,,2016.0,2016,,AFR,Africa,,NGA,2016,2016,Nigeria,,No data,,,,,,
78,NTD_YAWSNUM_SUSP,Number of suspected yaws cases reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5598,PUBLISHED,Published,,2017.0,2017,,AFR,Africa,,NGA,2017,2017,Nigeria,,No data,,,,,,
79,NTD_YAWSNUM_SUSP,Number of suspected yaws cases reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5598,PUBLISHED,Published,,2018.0,2018,,AFR,Africa,,NGA,2018,2018,Nigeria,,No data,,,,,,
