index,GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),STARTYEAR,ENDYEAR,WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
23,TB_ret_oth,Retreatment cases: other,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2012.0,2012,,AFR,Africa,,WB_LMI,2012,2012,Lower-middle-income,,NGA,Nigeria,,3249,3249.00000,,,,,
24,TB_ret_oth,Retreatment cases: other,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,1999.0,1999,,AFR,Africa,,WB_LMI,1999,1999,Lower-middle-income,,NGA,Nigeria,,684,684.00000,,,,,
25,MDG_0000000031,Smear-positive tuberculosis treatment-success rate (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/332,PUBLISHED,Published,,1999.0,1999,,AFR,Africa,,WB_LMI,1999,1999,Lower-middle-income,,NGA,Nigeria,,75,75.00000,,,,,
26,MDG_0000000031,Smear-positive tuberculosis treatment-success rate (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/332,PUBLISHED,Published,,2000.0,2000,,AFR,Africa,,WB_LMI,2000,2000,Lower-middle-income,,NGA,Nigeria,,79,79.00000,,,,,
27,MDG_0000000031,Smear-positive tuberculosis treatment-success rate (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/332,PUBLISHED,Published,,2001.0,2001,,AFR,Africa,,WB_LMI,2001,2001,Lower-middle-income,,NGA,Nigeria,,79,79.00000,,,,,
28,MDG_0000000031,Smear-positive tuberculosis treatment-success rate (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/332,PUBLISHED,Published,,2002.0,2002,,AFR,Africa,,WB_LMI,2002,2002,Lower-middle-income,,NGA,Nigeria,,79,79.00000,,,,,
29,TB_mdr,Confirmed cases of MDR-TB,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1367,PUBLISHED,Published,,2007.0,2007,,AFR,Africa,,WB_LMI,2007,2007,Lower-middle-income,,NGA,Nigeria,,45,45.00000,,,,,
30,TB_mdr,Confirmed cases of MDR-TB,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1367,PUBLISHED,Published,,2008.0,2008,,AFR,Africa,,WB_LMI,2008,2008,Lower-middle-income,,NGA,Nigeria,,23,23.00000,,,,,
31,MDG_0000000023,Prevalence of tuberculosis (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/23,PUBLISHED,Published,,1995.0,1995,,AFR,Africa,,WB_LMI,1995,1995,Lower-middle-income,,NGA,Nigeria,,332 [257-415],332.00000,257.0,415.0,,,
32,MDG_0000000023,Prevalence of tuberculosis (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/23,PUBLISHED,Published,,1996.0,1996,,AFR,Africa,,WB_LMI,1996,1996,Lower-middle-income,,NGA,Nigeria,,333 [258-417],333.00000,258.0,417.0,,,
33,MDG_0000000023,Prevalence of tuberculosis (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/23,PUBLISHED,Published,,1997.0,1997,,AFR,Africa,,WB_LMI,1997,1997,Lower-middle-income,,NGA,Nigeria,,334 [259-418],334.00000,259.0,418.0,,,
34,MDG_0000000023,Prevalence of tuberculosis (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/23,PUBLISHED,Published,,1998.0,1998,,AFR,Africa,,WB_LMI,1998,1998,Lower-middle-income,,NGA,Nigeria,,336 [261-421],336.00000,261.0,421.0,,,
35,MDG_0000000023,Prevalence of tuberculosis (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/23,PUBLISHED,Published,,2011.0,2011,,AFR,Africa,,WB_LMI,2011,2011,Lower-middle-income,,NGA,Nigeria,,321 [246-406],321.00000,246.0,406.0,,,
36,MDG_0000000023,Prevalence of tuberculosis (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/23,PUBLISHED,Published,,2012.0,2012,,AFR,Africa,,WB_LMI,2012,2012,Lower-middle-income,,NGA,Nigeria,,323 [246-410],323.00000,246.0,410.0,,,
37,MDG_0000000023,Prevalence of tuberculosis (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/23,PUBLISHED,Published,,2013.0,2013,,AFR,Africa,,WB_LMI,2013,2013,Lower-middle-income,,NGA,Nigeria,,326 [248-415],326.00000,248.0,415.0,,,
38,MDG_0000000023,Prevalence of tuberculosis (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/23,PUBLISHED,Published,,2014.0,2014,,AFR,Africa,,WB_LMI,2014,2014,Lower-middle-income,,NGA,Nigeria,,330 [253-417],330.00000,253.0,417.0,,,
39,TB_e_prev_num,Number of prevalent tuberculosis cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1472,PUBLISHED,Published,,1992.0,1992,,AFR,Africa,,WB_LMI,1992,1992,Lower-middle-income,,NGA,Nigeria,, 330 000 [ 250 000- 410 000],330000.00000,250000.0,410000.0,,,
40,TB_e_prev_num,Number of prevalent tuberculosis cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1472,PUBLISHED,Published,,1993.0,1993,,AFR,Africa,,WB_LMI,1993,1993,Lower-middle-income,,NGA,Nigeria,, 340 000 [ 260 000- 420 000],340000.00000,260000.0,420000.0,,,
41,TB_e_prev_num,Number of prevalent tuberculosis cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1472,PUBLISHED,Published,,1994.0,1994,,AFR,Africa,,WB_LMI,1994,1994,Lower-middle-income,,NGA,Nigeria,, 350 000 [ 270 000- 440 000],350000.00000,270000.0,440000.0,,,
42,TB_e_prev_num,Number of prevalent tuberculosis cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1472,PUBLISHED,Published,,1995.0,1995,,AFR,Africa,,WB_LMI,1995,1995,Lower-middle-income,,NGA,Nigeria,, 360 000 [ 280 000- 450 000],360000.00000,280000.0,450000.0,,,
43,TB_e_prev_num,Number of prevalent tuberculosis cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1472,PUBLISHED,Published,,2008.0,2008,,AFR,Africa,,WB_LMI,2008,2008,Lower-middle-income,,NGA,Nigeria,, 490 000 [ 390 000- 600 000],490000.00000,390000.0,600000.0,,,
44,TB_e_prev_num,Number of prevalent tuberculosis cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1472,PUBLISHED,Published,,2009.0,2009,,AFR,Africa,,WB_LMI,2009,2009,Lower-middle-income,,NGA,Nigeria,, 500 000 [ 390 000- 620 000],500000.00000,390000.0,620000.0,,,
45,TB_e_prev_num,Number of prevalent tuberculosis cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1472,PUBLISHED,Published,,2010.0,2010,,AFR,Africa,,WB_LMI,2010,2010,Lower-middle-income,,NGA,Nigeria,, 510 000 [ 400 000- 640 000],510000.00000,400000.0,640000.0,,,
46,TB_e_prev_num,Number of prevalent tuberculosis cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1472,PUBLISHED,Published,,2011.0,2011,,AFR,Africa,,WB_LMI,2011,2011,Lower-middle-income,,NGA,Nigeria,, 530 000 [ 400 000- 670 000],530000.00000,400000.0,670000.0,,,
47,TB_e_prev_num,Number of prevalent tuberculosis cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1472,PUBLISHED,Published,,2012.0,2012,,AFR,Africa,,WB_LMI,2012,2012,Lower-middle-income,,NGA,Nigeria,, 540 000 [ 410 000- 690 000],540000.00000,410000.0,690000.0,,,
48,TB_hiv_cpt_pct,HIV-positive TB patients on CPT (co-trimoxazole preventive therapy) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3430,PUBLISHED,Published,,2007.0,2007,,AFR,Africa,,WB_LMI,2007,2007,Lower-middle-income,,NGA,Nigeria,,31,31.00000,,,,,
49,TB_hiv_cpt_pct,HIV-positive TB patients on CPT (co-trimoxazole preventive therapy) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3430,PUBLISHED,Published,,2008.0,2008,,AFR,Africa,,WB_LMI,2008,2008,Lower-middle-income,,NGA,Nigeria,,26,26.00000,,,,,
50,TB_hiv_cpt_pct,HIV-positive TB patients on CPT (co-trimoxazole preventive therapy) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3430,PUBLISHED,Published,,2009.0,2009,,AFR,Africa,,WB_LMI,2009,2009,Lower-middle-income,,NGA,Nigeria,,48,48.00000,,,,,
51,TB_hiv_cpt_pct,HIV-positive TB patients on CPT (co-trimoxazole preventive therapy) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3430,PUBLISHED,Published,,2010.0,2010,,AFR,Africa,,WB_LMI,2010,2010,Lower-middle-income,,NGA,Nigeria,,59,59.00000,,,,,
52,TB_sldst_avail,Second-line drug susceptibility testing (DST) available,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1372,PUBLISHED,Published,,2013.0,2013,,AFR,Africa,,WB_LMI,2013,2013,Lower-middle-income,,NGA,Nigeria,,"Yes, using laboratories in another country",,,,,,
53,TB_sldst_avail,Second-line drug susceptibility testing (DST) available,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1372,PUBLISHED,Published,,2014.0,2014,,AFR,Africa,,WB_LMI,2014,2014,Lower-middle-income,,NGA,Nigeria,,"Yes, within the country",,,,,,
54,TB_c_lab_dst_5m,Laboratories providing drug susceptibility testing (DST) (per 5 million population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/ 2715,PUBLISHED,Published,,2006.0,2006,,AFR,Africa,,WB_LMI,2006,2006,Lower-middle-income,,NGA,Nigeria,,0.0,0.00000,,,,,
55,TB_c_lab_sm_100k,Laboratories providing tuberculosis diagnostic services using sputum smear microscopy (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1369,PUBLISHED,Published,,2006.0,2006,,AFR,Africa,,WB_LMI,2006,2006,Lower-middle-income,,NGA,Nigeria,,0.5,0.50000,,,,,
56,TB_c_lab_sm_100k,Laboratories providing tuberculosis diagnostic services using sputum smear microscopy (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1369,PUBLISHED,Published,,2009.0,2009,,AFR,Africa,,WB_LMI,2009,2009,Lower-middle-income,,NGA,Nigeria,,0.7,0.70000,,,,,
57,TB_c_lab_sm_100k,Laboratories providing tuberculosis diagnostic services using sputum smear microscopy (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1369,PUBLISHED,Published,,2011.0,2011,,AFR,Africa,,WB_LMI,2011,2011,Lower-middle-income,,NGA,Nigeria,,0.8,0.80000,,,,,
58,TB_c_lab_cul_5m,Laboratories providing tuberculosis diagnostic services using culture (per 5 million population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1370,PUBLISHED,Published,,2008.0,2008,,AFR,Africa,,WB_LMI,2008,2008,Lower-middle-income,,NGA,Nigeria,,<0.1,,,,,,
59,TB_c_notified,Total number of notified TB cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2012.0,2012,,AFR,Africa,,WB_LMI,2012,2012,Lower-middle-income,,NGA,Nigeria,, 97 853,97853.00000,,,,,
60,TB_c_notified,Total number of notified TB cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2011.0,2011,,AFR,Africa,,WB_LMI,2011,2011,Lower-middle-income,,NGA,Nigeria,, 93 050,93050.00000,,,,,
61,TB_c_notified,Total number of notified TB cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2010.0,2010,,AFR,Africa,,WB_LMI,2010,2010,Lower-middle-income,,NGA,Nigeria,, 90 447,90447.00000,,,,,
62,TB_c_notified,Total number of notified TB cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2009.0,2009,,AFR,Africa,,WB_LMI,2009,2009,Lower-middle-income,,NGA,Nigeria,, 94 114,94114.00000,,,,,
63,MDG_0000000017,Deaths due to tuberculosis among HIV-negative people (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/17,PUBLISHED,Published,,2018.0,2018,,AFR,Africa,,,2018,2018,,,NGA,Nigeria,,64 [37-98],64.00000,37.0,98.0,,,
64,MDG_0000000017,Deaths due to tuberculosis among HIV-negative people (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/17,PUBLISHED,Published,,2004.0,2004,,AFR,Africa,,,2004,2004,,,NGA,Nigeria,,61 [33-96],61.00000,33.0,96.0,,,
65,MDG_0000000017,Deaths due to tuberculosis among HIV-negative people (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/17,PUBLISHED,Published,,2003.0,2003,,AFR,Africa,,,2003,2003,,,NGA,Nigeria,,63 [35-101],63.00000,35.0,101.0,,,
66,MDG_0000000017,Deaths due to tuberculosis among HIV-negative people (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/17,PUBLISHED,Published,,2002.0,2002,,AFR,Africa,,,2002,2002,,,NGA,Nigeria,,66 [36-104],66.00000,36.0,104.0,,,
67,MDG_0000000017,Deaths due to tuberculosis among HIV-negative people (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/17,PUBLISHED,Published,,2001.0,2001,,AFR,Africa,,,2001,2001,,,NGA,Nigeria,,56 [29-92],56.00000,29.0,92.0,,,
68,MDG_0000000020,Incidence of tuberculosis (per 100 000 population per year),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/20,PUBLISHED,Published,,2018.0,2018,,AFR,Africa,,,2018,2018,,,NGA,Nigeria,,219 [143-311],219.00000,143.0,311.0,,,
69,MDG_0000000020,Incidence of tuberculosis (per 100 000 population per year),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/20,PUBLISHED,Published,,2005.0,2005,,AFR,Africa,,,2005,2005,,,NGA,Nigeria,,219 [143-311],219.00000,143.0,311.0,,,
70,MDG_0000000020,Incidence of tuberculosis (per 100 000 population per year),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/20,PUBLISHED,Published,,2004.0,2004,,AFR,Africa,,,2004,2004,,,NGA,Nigeria,,219 [143-311],219.00000,143.0,311.0,,,
71,MDG_0000000020,Incidence of tuberculosis (per 100 000 population per year),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/20,PUBLISHED,Published,,2003.0,2003,,AFR,Africa,,,2003,2003,,,NGA,Nigeria,,219 [143-311],219.00000,143.0,311.0,,,
72,MDG_0000000020,Incidence of tuberculosis (per 100 000 population per year),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/20,PUBLISHED,Published,,2002.0,2002,,AFR,Africa,,,2002,2002,,,NGA,Nigeria,,219 [143-311],219.00000,143.0,311.0,,,
73,MDG_0000000020,Incidence of tuberculosis (per 100 000 population per year),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/20,PUBLISHED,Published,,2001.0,2001,,AFR,Africa,,,2001,2001,,,NGA,Nigeria,,219 [143-311],219.00000,143.0,311.0,,,
74,TB_1,Tuberculosis treatment coverage,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1422,PUBLISHED,Published,,2010.0,2010,,AFR,Africa,,,2010,2010,,,NGA,Nigeria,,24 [17-37],24.00000,17.0,37.0,,,
75,TB_1,Tuberculosis treatment coverage,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1422,PUBLISHED,Published,,2009.0,2009,,AFR,Africa,,,2009,2009,,,NGA,Nigeria,,26 [18-40],26.00000,18.0,40.0,,,
76,TB_1,Tuberculosis treatment coverage,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1422,PUBLISHED,Published,,2008.0,2008,,AFR,Africa,,,2008,2008,,,NGA,Nigeria,,26 [18-40],26.00000,18.0,40.0,,,
77,TB_1,Tuberculosis treatment coverage,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1422,PUBLISHED,Published,,2007.0,2007,,AFR,Africa,,,2007,2007,,,NGA,Nigeria,,26 [18-39],26.00000,18.0,39.0,,,
78,TB_1,Tuberculosis treatment coverage,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1422,PUBLISHED,Published,,2006.0,2006,,AFR,Africa,,,2006,2006,,,NGA,Nigeria,,23 [16-35],23.00000,16.0,35.0,,,
79,TB_c_mdr_tsr,Treatment success rate for patients treated for MDR-TB (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3432,PUBLISHED,Published,,2016.0,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,77,77.00000,,,,,
80,TB_c_mdr_tsr,Treatment success rate for patients treated for MDR-TB (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3432,PUBLISHED,Published,,2015.0,2015,,AFR,Africa,,,2015,2015,,,NGA,Nigeria,,78,78.00000,,,,,
81,TB_c_mdr_tx,Cases started on MDR-TB treatment,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1368,PUBLISHED,Published,,2011.0,2011,,AFR,Africa,,,2011,2011,,,NGA,Nigeria,,38,38.00000,,,,,
82,TB_c_mdr_tx,Cases started on MDR-TB treatment,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1368,PUBLISHED,Published,,2010.0,2010,,AFR,Africa,,,2010,2010,,,NGA,Nigeria,,23,23.00000,,,,,
83,TB_c_mdr_tx,Cases started on MDR-TB treatment,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1368,PUBLISHED,Published,,2009.0,2009,,AFR,Africa,,,2009,2009,,,NGA,Nigeria,,0,0.00000,,,,,
84,TB_c_mdr_tx,Cases started on MDR-TB treatment,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1368,PUBLISHED,Published,,2008.0,2008,,AFR,Africa,,,2008,2008,,,NGA,Nigeria,,0,0.00000,,,,,
85,TB_c_new_tsr,Treatment success rate: new TB cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4462,PUBLISHED,Published,,2017.0,2017,,AFR,Africa,,,2017,2017,,,NGA,Nigeria,,86,86.00000,,,,,
86,TB_c_new_tsr,Treatment success rate: new TB cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4462,PUBLISHED,Published,,2004.0,2004,,AFR,Africa,,,2004,2004,,,NGA,Nigeria,,73,73.00000,,,,,
87,TB_c_new_tsr,Treatment success rate: new TB cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4462,PUBLISHED,Published,,2003.0,2003,,AFR,Africa,,,2003,2003,,,NGA,Nigeria,,78,78.00000,,,,,
88,TB_c_new_tsr,Treatment success rate: new TB cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4462,PUBLISHED,Published,,2002.0,2002,,AFR,Africa,,,2002,2002,,,NGA,Nigeria,,79,79.00000,,,,,
89,TB_c_new_tsr,Treatment success rate: new TB cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4462,PUBLISHED,Published,,2001.0,2001,,AFR,Africa,,,2001,2001,,,NGA,Nigeria,,79,79.00000,,,,,
90,TB_c_newinc,Tuberculosis - new and relapse cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2013.0,2013,,AFR,Africa,,,2013,2013,,,NGA,Nigeria,,94825,94825.00000,,,,,
91,TB_c_newinc,Tuberculosis - new and relapse cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2012.0,2012,,AFR,Africa,,,2012,2012,,,NGA,Nigeria,,92818,92818.00000,,,,,
92,TB_c_newinc,Tuberculosis - new and relapse cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2011.0,2011,,AFR,Africa,,,2011,2011,,,NGA,Nigeria,,86778,86778.00000,,,,,
93,TB_c_newinc,Tuberculosis - new and relapse cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2010.0,2010,,AFR,Africa,,,2010,2010,,,NGA,Nigeria,,84121,84121.00000,,,,,
94,TB_c_newinc,Tuberculosis - new and relapse cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2009.0,2009,,AFR,Africa,,,2009,2009,,,NGA,Nigeria,,88589,88589.00000,,,,,
95,TB_c_ret_tsr,Treatment success rate: previously treated TB cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4462,PUBLISHED,Published,,2008.0,2008,,AFR,Africa,,,2008,2008,,,NGA,Nigeria,,76,76.00000,,,,,
